brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
toyota,innova,2016,81424,diesel,manual,12.99,1449000
porsche,panamera,2013,36400,diesel,automatic,7.5,7200000
nissan,sunny,2012,70000,diesel,manual,22.71,400000
maruti,swift dzire,2015,40000,diesel,manual,26.59,450000
maruti,wagon r,2019,600,petrol,automatic,21.5,625000
volkswagen,jetta,2015,65320,diesel,automatic,16.96,1150000
honda,accord,2009,79000,petrol,manual,9.8,310000
honda,city,2018,5000,petrol,manual,17.8,1011000
hyundai,verna,2019,6028,petrol,manual,17.01,1154000
maruti,wagon r,2006,86000,petrol,manual,18.9,100000
maruti,swift dzire,2013,160000,diesel,manual,23.4,250000
audi,q5,2011,59967,petrol,automatic,9.74,1800000
toyota,etios,2018,43127,diesel,manual,23.59,685000
hyundai,i10,2012,65727,petrol,manual,19.81,297000
hyundai,verna,2013,70000,petrol,manual,17.01,475000
volkswagen,polo,2018,39861,diesel,manual,20.14,738000
bmw,5,2017,16485,diesel,automatic,22.48,4275000
hyundai,i20,2010,77332,diesel,manual,23.0,365000
hyundai,grand,2017,17489,petrol,automatic,18.9,599000
toyota,fortuner,2012,125000,diesel,automatic,11.5,1350000
maruti,baleno,2016,35129,petrol,automatic,21.4,700000
hyundai,creta,2016,22982,petrol,automatic,13.0,1095000
hyundai,i10,2013,54500,petrol,manual,20.36,295000
tata,tigor,2017,16235,diesel,manual,24.7,550000
skoda,superb,2017,73641,petrol,automatic,14.67,1707999
maruti,swift dzire,2015,59572,diesel,manual,26.59,685000
honda,cr-v,2014,112827,petrol,automatic,13.1,1050000
toyota,innova,2010,118000,diesel,manual,12.8,875000
honda,city,2010,60000,petrol,manual,17.0,270000
hyundai,verna,2012,75059,petrol,automatic,17.0,425000
toyota,etios,2018,3000,diesel,manual,23.59,790000
skoda,superb,2011,78000,petrol,automatic,13.7,450000
nissan,sunny,2012,47000,diesel,manual,21.64,400000
honda,city,2012,42000,petrol,manual,17.0,475000
hyundai,elite,2018,6820,diesel,manual,22.54,765000
chevrolet,optra,2013,55176,petrol,manual,17.4,347000
honda,amaze,2016,39854,petrol,manual,18.0,564000
volkswagen,polo,2013,24000,petrol,manual,16.47,295000
maruti,swift,2016,55000,diesel,manual,22.9,565000
ford,endeavour,2012,45840,diesel,automatic,11.4,841000
maruti,baleno,2006,155000,petrol,manual,15.4,85000
maruti,wagon r,2003,125000,petrol,manual,18.9,80000
volkswagen,polo,2014,52951,diesel,manual,20.14,565000
hyundai,verna,2013,49000,petrol,manual,17.1,450000
maruti,ciaz,2015,52000,diesel,manual,28.09,690000
toyota,qualis,2001,227000,diesel,manual,0.0,220000
nissan,sunny,2013,120005,diesel,manual,21.64,400000
skoda,rapid,2015,33000,petrol,manual,15.0,560000
maruti,eeco,2016,126000,petrol,manual,15.1,220000
skoda,rapid,2013,66700,petrol,manual,15.0,400000
toyota,fortuner,2014,122000,diesel,manual,12.55,1600000
hyundai,creta,2016,29000,diesel,manual,19.67,1260000
hyundai,i20,2014,42315,petrol,manual,18.5,479000
maruti,wagon r,2015,22001,cng,manual,26.6,365000
honda,city,2016,84580,diesel,manual,26.0,683000
maruti,800,2002,75000,petrol,manual,16.1,51000
ford,ikon,2006,85000,petrol,manual,13.8,69000
maruti,swift dzire,2015,24296,petrol,manual,20.85,465000
honda,city,2014,40000,petrol,manual,16.8,649000
hyundai,verna,2009,64514,diesel,manual,16.8,290000
hyundai,verna,2016,35000,petrol,manual,17.01,740000
renault,kwid,2016,41000,petrol,manual,25.17,325000
maruti,wagon r,2008,60123,petrol,manual,18.9,195000
hyundai,grand,2015,53000,petrol,manual,18.9,400000
hyundai,i20,2017,9000,petrol,manual,18.6,685000
honda,amaze,2015,53497,petrol,manual,18.0,545000
ford,fiesta,2007,68000,diesel,manual,17.8,199000
hyundai,verna,2014,65000,diesel,automatic,19.08,899000
toyota,etios,2014,45155,diesel,manual,23.59,650000
honda,jazz,2018,20026,petrol,automatic,19.0,927000
hyundai,verna,2015,60000,diesel,manual,23.9,699000
mercedes-benz,cla,2019,15976,diesel,automatic,17.9,3676000
skoda,octavia,2017,30523,petrol,automatic,14.7,1707999
chevrolet,beat,2013,26300,diesel,manual,25.44,280000
volkswagen,polo,2011,66000,diesel,manual,22.07,249000
maruti,sx4,2016,70000,diesel,manual,23.65,885000
honda,city,2011,46000,petrol,manual,16.8,415000
volkswagen,vento,2017,28000,diesel,manual,20.64,1000000
hyundai,grand,2017,46000,petrol,manual,18.9,475000
renault,kwid,2017,33000,petrol,automatic,24.04,320000
maruti,alto,2017,27718,petrol,manual,22.74,328000
ford,ecosport,2013,58000,petrol,manual,15.8,750000
maruti,baleno,2018,33150,petrol,manual,21.4,739000
maruti,ritz,2013,77000,diesel,manual,23.2,365000
mercedes-benz,e-class,2007,70000,diesel,automatic,11.0,1100000
maruti,ritz,2012,97000,diesel,manual,23.2,300000
chevrolet,beat,2012,75300,diesel,manual,25.44,225000
maruti,sx4,2010,69918,petrol,manual,15.5,283000
maruti,omni,2019,4721,petrol,manual,14.0,411000
mitsubishi,pajero,2014,39163,diesel,manual,13.5,1470000
mercedes-benz,s,2013,80000,petrol,automatic,13.0,2500000
chevrolet,beat,2015,66000,diesel,manual,25.44,235000
ford,figo,2017,36154,diesel,manual,25.83,641000
honda,city,2012,34000,petrol,manual,17.4,575000
mercedes-benz,gla,2016,60000,diesel,automatic,17.9,1755000
hyundai,creta,2015,32000,diesel,manual,21.38,1025000
ford,fiesta,2012,79985,diesel,manual,17.8,316000
audi,a4,2014,37600,diesel,automatic,16.55,2250000
hyundai,i10,2015,31965,petrol,manual,19.81,355000
bmw,3,2010,70749,petrol,automatic,12.05,986000
bmw,7,2013,38000,diesel,automatic,16.46,4500000
hyundai,verna,2017,41534,petrol,manual,17.01,799000
volkswagen,ameo,2017,54455,diesel,automatic,22.0,650000
chevrolet,aveo,2007,42000,petrol,manual,14.49,75000
chevrolet,cruze,2018,52073,diesel,manual,18.3,986999
hyundai,i20,2018,40175,diesel,manual,22.54,636000
honda,brv,2017,16503,petrol,automatic,16.0,950000
hyundai,xcent,2017,15029,petrol,manual,19.1,605000
maruti,alto,2013,26200,cng,manual,30.46,215000
hyundai,grand,2015,76362,diesel,manual,24.0,550000
maruti,alto,2007,18700,petrol,manual,19.7,125000
toyota,innova,2015,67585,diesel,manual,12.99,1199000
hyundai,i10,2010,57000,petrol,automatic,16.95,250000
honda,city,2019,22321,petrol,automatic,18.0,1166000
maruti,zen,1998,95150,petrol,manual,17.3,53000
maruti,wagon r,2015,36428,petrol,manual,20.51,310000
ford,figo,2012,73500,diesel,manual,20.0,260000
honda,amaze,2015,47234,petrol,manual,18.0,509000
hyundai,accent,2008,62364,petrol,manual,13.2,229999
hyundai,verna,2012,89000,diesel,manual,22.32,600000
maruti,swift,2013,58653,diesel,manual,25.2,440000
mercedes-benz,b,2013,30000,petrol,automatic,14.8,1100000
chevrolet,cruze,2014,64042,diesel,manual,17.3,570000
skoda,laura,2013,120000,diesel,automatic,20.0,695000
mahindra,scorpio,2014,90000,diesel,manual,12.05,790000
bmw,x1,2018,30733,diesel,automatic,20.68,2930000
mercedes-benz,e-class,2009,43600,petrol,automatic,10.93,1024000
skoda,superb,2010,71473,petrol,automatic,13.7,535000
honda,brio,2014,39000,petrol,automatic,16.5,349000
hyundai,i10,2009,84045,petrol,manual,20.36,285000
honda,city,2014,57004,petrol,manual,17.4,535000
ford,figo,2012,75464,petrol,manual,15.6,362000
toyota,innova,2006,142000,diesel,manual,12.8,625000
mahindra,verito,2012,118683,diesel,manual,21.0,319000
mahindra,kuv,2018,42000,petrol,manual,18.15,550000
hyundai,i20,2019,12800,petrol,manual,18.6,767000
tata,new,2011,80000,petrol,manual,12.0,550000
maruti,swift dzire,2014,76126,diesel,manual,19.3,660000
bmw,x5,2017,21000,diesel,automatic,15.97,5500000
audi,a6,2013,85000,diesel,automatic,17.68,2100000
maruti,baleno,2017,27000,petrol,manual,21.4,450000
hyundai,santa,2016,45794,diesel,automatic,13.01,2067000
chevrolet,cruze,2013,57352,diesel,automatic,14.39,650000
mercedes-benz,e-class,2018,41467,diesel,automatic,15.0,3797999
hyundai,santro,2009,42000,petrol,manual,17.92,145000
maruti,wagon r,2014,62549,cng,manual,26.6,295000
maruti,ciaz,2015,67048,diesel,manual,28.09,790000
honda,city,2018,11732,petrol,manual,17.4,1007000
nissan,terrano,2016,37000,diesel,manual,20.45,650000
bmw,3,2015,30000,diesel,automatic,18.88,2200000
honda,city,2016,53000,diesel,manual,26.0,975000
nissan,terrano,2014,60000,diesel,manual,20.45,600000
hyundai,grand,2014,65000,diesel,manual,24.0,399000
hyundai,santro,2008,51000,petrol,manual,17.0,175000
toyota,fortuner,2015,92000,diesel,automatic,12.55,1975000
toyota,innova,2017,31000,diesel,manual,13.68,1695000
maruti,baleno,2017,43917,petrol,manual,21.4,680000
hyundai,santro,2007,46707,petrol,manual,17.0,99000
hyundai,i10,2013,84000,petrol,manual,19.81,295000
audi,q7,2015,55662,diesel,automatic,12.07,4283000
volvo,s60,2014,51000,diesel,automatic,27.03,2150000
honda,city,2015,24398,petrol,manual,17.8,790000
maruti,alto,2011,78000,petrol,manual,20.92,229999
honda,brio,2012,40315,petrol,manual,18.5,275000
mahindra,scorpio,2011,83000,diesel,manual,12.05,671000
renault,duster,2017,58151,diesel,automatic,19.6,960000
hyundai,creta,2017,30519,diesel,manual,19.67,1281000
tata,tiago,2019,20712,petrol,manual,23.84,694000
mahindra,xuv500,2015,48000,diesel,manual,16.0,944999
volkswagen,vento,2015,85000,diesel,manual,20.34,600000
mercedes-benz,b,2013,32000,petrol,automatic,14.8,1100000
maruti,sx4,2011,52000,petrol,manual,15.5,260000
hyundai,getz,2007,58307,petrol,manual,15.3,195000
bmw,6,2013,30000,diesel,automatic,17.54,4500000
audi,a4,2014,40000,diesel,automatic,17.11,2200000
hyundai,i20,2015,36000,petrol,manual,18.6,490000
nissan,terrano,2015,58817,diesel,manual,19.87,625000
volkswagen,vento,2013,55000,diesel,manual,20.54,610000
hyundai,i10,2011,39000,petrol,manual,20.36,260000
lamborghini,gallardo,2011,6500,petrol,automatic,6.4,12000000
jaguar,xf,2012,35000,diesel,automatic,14.74,2900000
maruti,swift dzire,2010,49900,petrol,manual,17.5,330000
tata,indica,2013,99500,diesel,manual,22.3,305000
hyundai,i20,2012,33249,diesel,manual,21.27,325000
hyundai,xcent,2014,52000,petrol,manual,19.1,375000
toyota,innova,2015,45000,diesel,manual,12.99,1325000
tata,tiago,2017,22000,petrol,manual,23.84,480000
renault,kwid,2019,7858,petrol,manual,25.17,380000
toyota,innova,2011,112000,diesel,manual,12.8,850000
mercedes-benz,e-class,2016,41082,diesel,automatic,13.0,3876000
honda,city,2009,72000,petrol,automatic,16.8,320000
hyundai,i10,2011,84912,petrol,manual,20.36,350000
hyundai,creta,2015,70000,diesel,manual,19.67,1225000
honda,amaze,2014,21000,petrol,manual,19.5,475000
volkswagen,polo,2016,27000,petrol,manual,18.78,450000
hyundai,i10,2012,29000,petrol,manual,20.36,235000
renault,pulse,2014,48425,diesel,manual,23.08,340000
volkswagen,vento,2016,19000,diesel,automatic,21.5,1000000
toyota,innova,2012,210000,diesel,manual,12.99,900000
toyota,corolla,2013,64000,petrol,manual,14.53,520000
hyundai,verna,2006,200000,diesel,manual,16.8,185000
mercedes-benz,gl-class,2013,100000,diesel,automatic,11.3,3800000
renault,duster,2013,69140,diesel,manual,20.46,511000
skoda,rapid,2019,21214,petrol,manual,15.41,966000
hyundai,i10,2015,28000,petrol,manual,20.36,340000
mahindra,kuv,2017,29085,petrol,manual,18.15,584000
maruti,celerio,2016,30000,petrol,automatic,23.1,380000
maruti,a-star,2012,32910,petrol,automatic,16.98,250000
honda,city,2015,30000,diesel,manual,25.1,695000
skoda,superb,2010,35102,petrol,automatic,12.6,550000
hyundai,grand,2017,22831,petrol,manual,18.9,619000
renault,duster,2013,74911,diesel,manual,20.45,600000
hyundai,grand,2015,21000,petrol,manual,18.9,375000
ford,ecosport,2018,37160,diesel,manual,22.77,946000
nissan,sunny,2011,41000,petrol,manual,16.95,300000
ford,figo,2016,37294,diesel,manual,25.83,575000
honda,civic,2009,56927,petrol,manual,13.5,441000
renault,kwid,2017,21954,petrol,manual,25.17,370000
honda,brio,2014,50000,petrol,manual,19.4,250000
maruti,swift,2012,78212,petrol,manual,16.1,535000
hyundai,i20,2013,64500,diesel,manual,21.9,365000
skoda,superb,2014,51000,diesel,automatic,17.2,1300000
maruti,wagon r,2012,52000,petrol,manual,18.9,245000
volkswagen,vento,2015,120000,diesel,automatic,21.21,575000
honda,city,2017,65792,diesel,manual,26.0,811000
hyundai,i20,2018,30000,diesel,manual,22.54,775000
nissan,micra,2017,54387,petrol,automatic,19.15,585000
renault,kwid,2018,1617,petrol,manual,25.17,429000
honda,city,2015,82000,diesel,manual,25.6,800000
toyota,innova,2017,20000,diesel,manual,13.68,1650000
maruti,baleno,2015,98000,diesel,manual,27.39,550000
ford,ecosport,2015,57000,diesel,manual,22.77,635000
toyota,innova,2013,250000,diesel,manual,12.99,790000
ford,ecosport,2014,56549,diesel,manual,22.7,720000
volkswagen,polo,2012,78500,diesel,manual,22.07,365000
hyundai,i20,2016,55036,diesel,manual,22.54,635000
renault,duster,2016,55000,diesel,manual,19.87,780000
ford,ikon,2007,90000,petrol,manual,13.8,140000
ford,endeavour,2007,155000,diesel,manual,13.1,550000
maruti,baleno,2018,17810,diesel,manual,27.39,850000
mercedes-benz,new,2011,42408,diesel,automatic,14.84,1048000
maruti,esteem,2005,81000,petrol,manual,15.9,75000
tata,indigo,2008,52000,petrol,manual,12.85,130000
bmw,5,2013,35000,diesel,automatic,16.73,2100000
hyundai,santro,2013,60000,petrol,manual,17.92,229999
skoda,octavia,2015,27000,diesel,automatic,19.5,1495000
audi,a6,2017,55975,diesel,automatic,17.68,3592000
ford,figo,2016,115000,diesel,manual,25.83,450000
mahindra,xylo,2016,132000,diesel,manual,14.95,550000
maruti,celerio,2015,40337,petrol,automatic,23.1,445000
toyota,innova,2008,192000,diesel,manual,12.8,685000
hyundai,grand,2016,50000,diesel,manual,24.0,550000
hyundai,grand,2016,28147,petrol,manual,18.9,507000
hyundai,grand,2015,20000,petrol,manual,18.9,385000
hyundai,elite,2016,11000,petrol,manual,18.6,795000
maruti,zen,2009,63000,petrol,manual,18.2,125000
maruti,alto,2014,36967,petrol,manual,20.92,364000
toyota,fortuner,2016,73053,diesel,manual,13.0,2000000
mahindra,thar,2019,16392,diesel,manual,16.55,1036000
hyundai,santro,2007,79000,petrol,manual,17.0,185000
toyota,etios,2013,67000,petrol,manual,16.78,405000
mercedes-benz,gl-class,2015,48600,diesel,automatic,12.0,4850000
renault,duster,2014,70000,diesel,manual,19.6,825000
maruti,swift,2014,84000,diesel,manual,22.9,525000
volkswagen,vento,2013,49106,petrol,manual,15.04,440000
skoda,superb,2017,35000,diesel,automatic,18.19,2575000
bmw,3,2014,51240,diesel,automatic,8.2,2952000
maruti,wagon r,2011,37000,petrol,manual,18.9,210000
renault,kwid,2017,32587,petrol,manual,25.17,371000
ford,endeavour,2009,180000,diesel,manual,10.9,750000
maruti,vitara,2017,21248,diesel,manual,24.3,944000
hyundai,santro,2006,47200,petrol,manual,17.0,120000
mercedes-benz,e-class,2014,40000,petrol,automatic,10.5,2400000
mercedes-benz,c-class,2019,4000,diesel,automatic,0.0,3500000
maruti,ertiga,2017,23700,cng,manual,17.5,825000
audi,a4,2011,57000,diesel,automatic,16.55,975000
hyundai,grand,2014,37000,petrol,manual,18.9,345000
mitsubishi,pajero,2014,70000,diesel,manual,13.5,1185000
mercedes-benz,new,2012,92469,diesel,automatic,19.71,1614000
maruti,wagon r,2015,55000,cng,manual,26.6,370000
maruti,alto,2017,20000,petrol,automatic,24.07,400000
hyundai,i20,2015,42000,petrol,manual,18.6,580000
maruti,swift dzire,2014,28000,diesel,manual,23.4,465000
mercedes-benz,r-class,2010,93000,petrol,automatic,11.8,1500000
ford,ecosport,2015,23000,petrol,automatic,15.63,680000
honda,city,2016,36000,diesel,manual,25.1,1025000
maruti,alto,2014,52000,petrol,manual,20.92,270000
maruti,ertiga,2015,59245,diesel,manual,20.77,850000
hyundai,i20,2018,31000,diesel,manual,22.54,775000
tata,indigo,2015,83000,petrol,manual,15.64,270000
maruti,alto,2004,81500,petrol,manual,19.7,130000
maruti,estilo,2008,51000,petrol,manual,19.5,175000
hyundai,creta,2018,9900,petrol,manual,15.8,1320000
maruti,wagon r,2004,94000,petrol,manual,18.9,100000
toyota,etios,2017,27100,petrol,manual,16.78,637000
toyota,etios,2015,12000,petrol,manual,16.78,450000
renault,duster,2013,29000,diesel,manual,19.01,650000
maruti,swift dzire,2013,65000,diesel,manual,19.3,499000
mercedes-benz,glc,2017,50794,diesel,automatic,17.9,4330000
ford,ecosport,2014,59000,diesel,manual,22.7,650000
maruti,wagon r,2012,72000,cng,manual,26.2,225000
maruti,ciaz,2017,15234,petrol,automatic,19.12,994999
ford,ecosport,2015,44000,diesel,manual,22.7,735000
tata,zest,2016,125000,diesel,manual,22.95,459999
ford,endeavour,2011,100000,diesel,automatic,11.4,850000
renault,duster,2017,34686,diesel,automatic,19.6,1186000
nissan,x-trail,2011,98000,diesel,manual,14.42,800000
toyota,fortuner,2015,90000,diesel,automatic,12.55,2150000
chevrolet,aveo,2007,81000,petrol,manual,15.26,130000
skoda,rapid,2012,55000,diesel,manual,20.5,590000
mahindra,xuv500,2013,52910,diesel,manual,15.1,950000
maruti,swift dzire,2010,100000,diesel,manual,19.3,450000
skoda,octavia,2003,132000,diesel,manual,18.7,225000
chevrolet,enjoy,2014,18000,petrol,manual,13.7,335000
hyundai,accent,2005,50000,petrol,manual,13.2,70000
mercedes-benz,new,2012,33000,petrol,automatic,14.74,1600000
renault,duster,2014,30000,diesel,manual,20.45,800000
jaguar,f,2015,8000,petrol,automatic,12.5,10000000
hyundai,verna,2012,58646,diesel,manual,22.32,474000
mercedes-benz,e-class,2016,21000,diesel,automatic,13.0,3600000
volkswagen,vento,2015,57026,petrol,manual,15.04,554000
skoda,superb,2017,42000,diesel,automatic,18.19,2299000
mahindra,scorpio,2017,26741,diesel,manual,15.4,1008000
skoda,laura,2010,85000,petrol,manual,17.5,285000
maruti,800,2000,78000,petrol,manual,16.1,55000
audi,q5,2018,29091,diesel,automatic,13.22,4552000
mahindra,nuvosport,2018,37323,diesel,manual,17.45,729000
volkswagen,vento,2011,55595,diesel,manual,20.54,430000
maruti,swift dzire,2015,49900,petrol,manual,20.85,480000
maruti,ertiga,2012,52500,petrol,manual,16.02,525000
maruti,alto,2016,5700,petrol,manual,24.7,280000
hyundai,i20,2014,53340,diesel,manual,21.9,434999
ford,ecosport,2014,57000,diesel,manual,22.7,549000
maruti,alto,2015,59525,cng,manual,32.26,310000
volkswagen,vento,2014,58000,diesel,manual,20.34,650000
mahindra,scorpio,2011,73000,diesel,manual,12.05,640000
ford,figo,2016,33554,diesel,manual,25.83,622000
toyota,innova,2012,106000,diesel,manual,12.99,840000
maruti,dzire,2018,27000,diesel,manual,28.4,590000
renault,kwid,2018,1000,petrol,manual,25.17,340000
ford,endeavour,2011,119000,diesel,manual,13.1,650000
mahindra,jeep,2002,75000,diesel,manual,0.0,170000
ford,ecosport,2015,64000,petrol,manual,18.88,600000
hyundai,creta,2016,63738,diesel,manual,19.67,1190000
bmw,5,2016,16000,diesel,automatic,14.69,4800000
maruti,ertiga,2017,28000,petrol,automatic,18.69,800000
skoda,laura,2007,91000,diesel,automatic,15.6,245000
chevrolet,beat,2013,25000,petrol,manual,18.6,175000
audi,q3,2014,65630,diesel,automatic,15.73,2175000
honda,city,2014,48094,petrol,manual,17.0,725000
maruti,swift,2009,90456,petrol,manual,16.1,300000
ford,figo,2012,140000,diesel,manual,20.0,250999
toyota,fortuner,2015,95000,diesel,automatic,12.55,1960000
mercedes-benz,new,2013,79000,diesel,manual,15.8,1550000
toyota,innova,2012,96000,diesel,manual,12.99,1150000
honda,city,2004,186679,petrol,manual,13.0,176000
honda,amaze,2015,91000,diesel,manual,25.8,468000
toyota,corolla,2010,109703,petrol,automatic,14.28,400000
